sample_name,life_stage_age,simple_biosample_summary,target,input
input_ENCSR161RRC_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain Trl-MiMIC-GFP MI02741 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Trl,NA,NA
input_ENCSR163EWH_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG10274-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG10274,NA,NA
input_ENCSR163RIQ_rep1,embryonic 0-16 hours,mixed sex embryo (0-16 hours) strain CTCF-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CTCF,NA,NA
input_ENCSR164ZUD_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain ap-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster ap,NA,NA
input_ENCSR166BOY_rep1,embryonic 8-16 hours,embryo (8-16 hours) strain yellow cinnabar brown speck,NA,NA
input_ENCSR168MGM_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG9609-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG9609,NA,NA
input_ENCSR169VAR_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain CG2889-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG2889,NA,NA
input_ENCSR171ADY_rep1,embryonic 0-20 hours,embryo (0-20 hours) strain CG8281 attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG8281,NA,NA
input_ENCSR171ADY_rep2,embryonic 0-20 hours,embryo (0-20 hours) strain CG8281 attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG8281,NA,NA
input_ENCSR171XET_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain dpn-MiMIC-GFP MI00051 genetically modified (insertion) using site-specific recombination targeting D. melanogaster dpn,NA,NA
input_ENCSR174KFQ_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG17385-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG17385,NA,NA
input_ENCSR177ZME_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain Nf-YA-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Nf-YA,NA,NA
input_ENCSR178NGG_rep1,NA,mixed sex prepupa strain CG7368-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG7368,NA,NA
input_ENCSR178PAG_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG4617-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG4617,NA,NA
input_ENCSR183YWR_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain sna-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster sna,NA,NA
input_ENCSR184BVA_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain Tup-GFP VK00031 genetically modified (insertion) using site-specific recombination targeting D. melanogaster tup,NA,NA
input_ENCSR184FJG_rep1,NA,mixed sex wandering third instar larva strain foxo-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster foxo,NA,NA
input_ENCSR185XQI_rep1,embryonic 2-4 hours,mixed sex embryo (2-4 hours) strain Neu2-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Neu2,NA,NA
input_ENCSR186OZX_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain vvl-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster vvl,NA,NA
input_ENCSR186QCV_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain Poxn-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Poxn,NA,NA
input_ENCSR188ZKB_rep1,pupa 24 hours,pupa (24 hours) strain CG17806 attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG17806,NA,NA
input_ENCSR190GMM_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain CG3726-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG3726,NA,NA
input_ENCSR191UXN_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG12236-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG12236,NA,NA
input_ENCSR193TLR_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain bowl-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster bowl,NA,NA
input_ENCSR194HLU_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain ttk-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster ttk,NA,NA
input_ENCSR194MGU_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain Rfx-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Rfx,NA,NA
input_ENCSR195DZI_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain CG17361-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG17361,NA,NA
input_ENCSR195OCT_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain NK7.1-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster NK7.1,NA,NA
input_ENCSR195UPC_rep1,NA,mixed sex wandering third instar larva strain foxo-MiMIC-GFP MI00493 genetically modified (insertion) using site-specific recombination targeting D. melanogaster foxo,NA,NA
input_ENCSR196IIL_rep1,pupa 24 hours,pupa (24 hours) strain D1 attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster D1,NA,NA
input_ENCSR197FZB_rep1,NA,mixed sex prepupa strain CG31627-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG31627  at white prepupa stage,NA,NA
input_ENCSR203PPN_rep1,embryonic 6-18 hours,mixed sex embryo (6-18 hours) VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Oli,NA,NA
input_ENCSR203TZL_rep1,pupa 1 day,pupa (1 day) strain fd96Ca-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster fd96Ca,NA,NA
input_ENCSR212KSR_rep1,NA,mixed sex wandering third instar larva strain brk-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster brk,NA,NA
input_ENCSR213QMS_rep1,embryonic 0-14 hours,mixed sex embryo (0-14 hours) strain kni-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster kni,NA,NA
input_ENCSR214WCZ_rep1,embryonic 6-16 hours,mixed sex embryo (6-16 hours) attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster dmrt99B,NA,NA
input_ENCSR215ERX_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain CG10366-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG10366,NA,NA
input_ENCSR215MXM_rep1,embryonic 0-14 hours,mixed sex embryo (0-14 hours) strain CG8359-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster hng2,NA,NA
input_ENCSR216KNP_rep1,prepupa 48 days,mixed sex prepupa (48 days) strain CG4318-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG4318,NA,NA
input_ENCSR224PPR_rep1,embryonic 0-4 hours,mixed sex embryo (0-4 hours) strain CG9883-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Elba2,NA,NA
input_ENCSR227MZM_rep1,NA,mixed sex wandering third instar larva strain Hr83-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Hr83,NA,NA
input_ENCSR230GUY_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain lilli-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster lilli,NA,NA
input_ENCSR231NHQ_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain chm-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster chm,NA,NA
input_ENCSR231WZH_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain schlank VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster schlank,NA,NA
input_ENCSR232HHC_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain hb-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster hb,NA,NA
input_ENCSR232OZQ_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain Dref-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Dref,NA,NA
input_ENCSR233YTV_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG7928-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster ZIPIC,NA,NA
input_ENCSR234AVI_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG12104-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG12104,NA,NA
input_ENCSR235ERJ_rep1,embryonic 0-14 hours,mixed sex embryo (0-14 hours) strain CG8290 VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster ADD1,NA,NA
input_ENCSR235TIB_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain trh-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster trh,NA,NA
input_ENCSR236JJO_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG9727-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG9727,NA,NA
input_ENCSR238IHN_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG14962-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Asciz,NA,NA
input_ENCSR238YEP_rep1,embryonic 2-10 hours,mixed sex embryo (2-10 hours) VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster dmrt11E,NA,NA
input_ENCSR239HEQ_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain Awh-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Awh,NA,NA
input_ENCSR239LBE_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG1233-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG1233,NA,NA
input_ENCSR239PAR_rep1,embryonic 0-8 hours,embryo (0-8 hours) strain 10T-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Dfd,NA,NA
input_ENCSR242RQJ_rep1,NA,mixed sex prepupa strain Eip78C-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Eip78C  at white prepupa stage,NA,NA
input_ENCSR242WFJ_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain CG17612-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG17612,NA,NA
input_ENCSR246AVX_rep1,NA,mixed sex wandering third instar larva strain psq-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster psq,NA,NA
input_ENCSR247VJD_rep1,embryonic 0-14 hours,mixed sex embryo (0-14 hours) strain btn-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster btn,NA,NA
input_ENCSR248DUF_rep1,pupa 48 days,mixed sex pupa (48 days) strain CG14655-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG14655,NA,NA
input_ENCSR249WKC_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain pnt-MiMIC-GFP MI02427 genetically modified (insertion) using site-specific recombination targeting D. melanogaster pnt,NA,NA
input_ENCSR250MXW_rep1,embryonic 6-16 hours,mixed sex embryo (6-16 hours) strain tap attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster tap,NA,NA
input_ENCSR251CBF_rep1,NA,mixed sex wandering third instar larva strain sv-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster sv,NA,NA
input_ENCSR251JRS_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain Deaf1 VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Deaf1,NA,NA
input_ENCSR251LYH_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain esg-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster esg,NA,NA
input_ENCSR254VFL_rep1,embryonic 6-24 hours,mixed sex embryo (6-24 hours) strain Hey VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Hey,NA,NA
input_ENCSR254VFL_rep2,embryonic 6-24 hours,mixed sex embryo (6-24 hours) strain Hey VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Hey,NA,NA
input_ENCSR255TJG_rep1,NA,mixed sex wandering third instar larva strain dsf-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster dsf,NA,NA
input_ENCSR256ESG_rep1,embryonic 0-14 hours,mixed sex embryo (0-14 hours) strain ewg-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster ewg,NA,NA
input_ENCSR257AYE_rep1,embryonic 0-16 hours,mixed sex embryo (0-16 hours) strain odd-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster odd,NA,NA
input_ENCSR258BGT_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain mld-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster mld,NA,NA
input_ENCSR260YDC_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain Su(var)3-7-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Su(var)3-7,NA,NA
input_ENCSR264BNK_rep1,prepupa 24 hours,mixed sex prepupa (24 hours) strain CG9139-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Rabex-5,NA,NA
input_ENCSR264HEB_rep1,NA,wandering third instar larva strain yellow cinnabar brown speck,NA,NA
input_ENCSR264VTB_rep1,embryonic 0-16 hours,mixed sex embryo (0-16 hours) strain dm-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Myc,NA,NA
input_ENCSR266WRF_rep1,NA,mixed sex wandering third instar larva strain ey-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster ey,NA,NA
input_ENCSR267POM_rep1,pupa 2 days,pupa (2 days) strain CG10348-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG10348,NA,NA
input_ENCSR268FFL_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG15812-GFP attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG15812,NA,NA
input_ENCSR269HSO_rep1,NA,mixed sex prepupa strain CG11762-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster ouib,NA,NA
input_ENCSR272JEI_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain psq-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster psq,NA,NA
input_ENCSR272RFG_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain E2f1-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster E2f1,NA,NA
input_ENCSR276SJC_rep1,embryonic 0-8 hours,embryo (0-8 hours) strain yellow cinnabar brown speck,NA,NA
input_ENCSR278PHU_rep1,NA,male adult strain CG7045-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster tHMG1,NA,NA
input_ENCSR278WHS_rep1,embryonic 0-16 hours,mixed sex embryo (0-16 hours) strain dpn-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster dpn,NA,NA
input_ENCSR280HPE_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG10147-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG10147,NA,NA
input_ENCSR281KJG_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain Scr-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Scr,NA,NA
